,zip_code,week_number,week_start,week_end,cases_weekly,cases_cumulative,case_rate_weekly,case_rate_cumulative,tests_weekly,tests_cumulative,test_rate_weekly,test_rate_cumulative,percent_tested_positive_weekly,percent_tested_positive_cumulative,deaths_weekly,deaths_cumulative,death_rate_weekly,death_rate_cumulative,population,row_id,zip_code_location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
0,60612,52,2021-12-26T00:00:00.000,2022-01-01T00:00:00.000,743,6287,2165.5,18323.6,3628,141906,10573.9,413587.5,0.219,0.052,2,83,5.8,241.9,34311,60612-2021-52,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
1,60612,1,2022-01-02T00:00:00.000,2022-01-08T00:00:00.000,603,6890,1757.5,20081,4423,146329,12890.9,426478.4,0.158,0.055,6,89,17.5,259.4,34311,60612-2022-1,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
2,60612,14,2022-04-03T00:00:00.000,2022-04-09T00:00:00.000,31,7670,90.4,22354.3,2121,181657,6181.7,529442.5,0.017,0.05,0,101,0,294.4,34311,60612-2022-14,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
3,60612,17,2022-04-24T00:00:00.000,2022-04-30T00:00:00.000,82,7852,239,22884.8,2427,187641,7073.5,546882.9,0.036,0.049,0,101,0,294.4,34311,60612-2022-17,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
4,60612,18,2022-05-01T00:00:00.000,2022-05-07T00:00:00.000,86,7938,250.6,23135.4,2426,190067,7070.6,553953.5,0.041,0.049,0,101,0,294.4,34311,60612-2022-18,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
5,60612,19,2022-05-08T00:00:00.000,2022-05-14T00:00:00.000,106,8044,308.9,23444.4,2390,192457,6965.7,560919.2,0.052,0.049,0,101,0,294.4,34311,60612-2022-19,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
6,60612,2,2022-01-09T00:00:00.000,2022-01-15T00:00:00.000,313,7203,912.2,20993.3,3765,150094,10973.2,437451.5,0.099,0.056,2,91,5.8,265.2,34311,60612-2022-2,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
7,60612,22,2022-05-29T00:00:00.000,2022-06-04T00:00:00.000,96,8353,279.8,24345,2312,199727,6738.4,582107.8,0.049,0.049,0,101,0,294.4,34311,60612-2022-22,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
8,60612,28,2022-07-10T00:00:00.000,2022-07-16T00:00:00.000,85,8861,247.7,25825.5,1018,206989,2967,603273,0.113,0.051,2,103,5.8,300.2,34311,60612-2022-28,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
9,60612,29,2022-07-17T00:00:00.000,2022-07-23T00:00:00.000,107,8968,311.9,26137.4,1054,208043,3071.9,606344.9,0.127,0.051,1,104,2.9,303.1,34311,60612-2022-29,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
10,60612,33,2022-08-14T00:00:00.000,2022-08-20T00:00:00.000,58,9253,169,26968,848,211694,2471.5,616985.8,0.079,0.052,0,104,0,303.1,34311,60612-2022-33,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
11,60612,34,2022-08-21T00:00:00.000,2022-08-27T00:00:00.000,45,9298,131.2,27099.2,786,212480,2290.8,619276.6,0.065,0.052,1,105,2.9,306,34311,60612-2022-34,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
12,60612,35,2022-08-28T00:00:00.000,2022-09-03T00:00:00.000,64,9362,186.5,27285.7,1375,213855,4007.5,623284.1,0.059,0.052,0,105,0,306,34311,60612-2022-35,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
13,60612,36,2022-09-04T00:00:00.000,2022-09-10T00:00:00.000,45,9407,131.2,27416.9,1106,214961,3223.5,626507.5,0.046,0.052,0,105,0,306,34311,60612-2022-36,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
14,60612,37,2022-09-11T00:00:00.000,2022-09-17T00:00:00.000,31,9438,90.4,27507.2,1384,216345,4033.7,630541.2,0.026,0.052,0,105,0,306,34311,60612-2022-37,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
15,60612,38,2022-09-18T00:00:00.000,2022-09-24T00:00:00.000,31,9469,90.4,27597.6,1220,217565,3555.7,634096.9,0.034,0.052,0,105,0,306,34311,60612-2022-38,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
16,60612,5,2022-01-30T00:00:00.000,2022-02-05T00:00:00.000,35,7481,102,21803.5,2815,159967,8204.4,466226.6,0.017,0.055,1,99,2.9,288.5,34311,60612-2022-5,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
17,60612,8,2022-02-20T00:00:00.000,2022-02-26T00:00:00.000,16,7554,46.6,22016.3,2425,167976,7067.7,489568.9,0.009,0.053,0,99,0,288.5,34311,60612-2022-8,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
18,60612,11,2023-03-12T00:00:00.000,2023-03-18T00:00:00.000,19,10442,55.4,30433.4,967,241804,2818.3,704741.9,0.033,0.051,0,109,0,317.7,34311,60612-2023-11,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
19,60612,12,2023-03-19T00:00:00.000,2023-03-25T00:00:00.000,26,10468,75.8,30509.2,945,242749,2754.2,707496.1,0.033,0.051,0,109,0,317.7,34311,60612-2023-12,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
20,60612,13,2023-03-26T00:00:00.000,2023-04-01T00:00:00.000,29,10497,84.5,30593.7,976,243725,2844.6,710340.7,0.03,0.051,0,109,0,317.7,34311,60612-2023-13,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
21,60612,14,2023-04-02T00:00:00.000,2023-04-08T00:00:00.000,18,10515,52.5,30646.1,457,244182,1331.9,711672.6,0.048,0.051,0,109,0,317.7,34311,60612-2023-14,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
22,60612,15,2023-04-09T00:00:00.000,2023-04-15T00:00:00.000,17,10532,49.5,30695.7,885,245067,2579.3,714252,0.023,0.051,0,109,0,317.7,34311,60612-2023-15,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
23,60612,16,2023-04-16T00:00:00.000,2023-04-22T00:00:00.000,12,10544,35,30730.7,894,245961,2605.6,716857.6,0.013,0.051,0,109,0,317.7,34311,60612-2023-16,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
24,60612,17,2023-04-23T00:00:00.000,2023-04-29T00:00:00.000,21,10565,61.2,30791.9,822,246783,2395.7,719253.3,0.024,0.051,0,109,0,317.7,34311,60612-2023-17,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
25,60612,2,2023-01-08T00:00:00.000,2023-01-14T00:00:00.000,26,10140,75.8,29553.2,981,233592,2859.1,680807.9,0.032,0.051,0,109,0,317.7,34311,60612-2023-2,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
26,60612,4,2023-01-22T00:00:00.000,2023-01-28T00:00:00.000,29,10208,84.5,29751.4,865,235410,2521.1,686106.5,0.038,0.051,0,109,0,317.7,34311,60612-2023-4,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
27,60617,10,2024-03-03T00:00:00.000,2024-03-09T00:00:00.000,14,21595,17,26165,0,0,0,0,0,0,0,264,0,319.9,82534,60617-2024-10,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",25,48,21202,527,47
28,60618,31,2021-08-01T00:00:00.000,2021-08-07T00:00:00.000,88,8883,93.2,9410.5,3497,153868,3704.6,163004.4,0.028,0.065,0,132,0,139.8,94395,60618-2021-31,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
29,60618,32,2021-08-08T00:00:00.000,2021-08-14T00:00:00.000,138,9021,146.2,9556.7,3065,156933,3247,166251.4,0.05,0.065,0,132,0,139.8,94395,60618-2021-32,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
30,60618,33,2021-08-15T00:00:00.000,2021-08-21T00:00:00.000,109,9130,115.5,9672.1,3378,160311,3578.6,169830,0.038,0.064,0,132,0,139.8,94395,60618-2021-33,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
31,60618,34,2021-08-22T00:00:00.000,2021-08-28T00:00:00.000,111,9241,117.6,9789.7,3141,163452,3327.5,173157.5,0.036,0.064,1,133,1.1,140.9,94395,60618-2021-34,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
32,60618,35,2021-08-29T00:00:00.000,2021-09-04T00:00:00.000,118,9359,125,9914.7,3227,166679,3418.6,176576.1,0.04,0.063,0,133,0,140.9,94395,60618-2021-35,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
33,60618,36,2021-09-05T00:00:00.000,2021-09-11T00:00:00.000,96,9455,101.7,10016.4,3340,170019,3538.3,180114.4,0.031,0.063,0,133,0,140.9,94395,60618-2021-36,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
34,60618,39,2021-09-26T00:00:00.000,2021-10-02T00:00:00.000,95,9726,100.6,10303.5,5056,183636,5356.2,194540,0.023,0.06,0,134,0,142,94395,60618-2021-39,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
35,60618,40,2021-10-03T00:00:00.000,2021-10-09T00:00:00.000,64,9790,67.8,10371.3,5284,188920,5597.8,200137.7,0.017,0.059,1,135,1.1,143,94395,60618-2021-40,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
36,60618,41,2021-10-10T00:00:00.000,2021-10-16T00:00:00.000,58,9848,61.4,10432.8,4794,193714,5078.7,205216.4,0.018,0.058,0,135,0,143,94395,60618-2021-41,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
37,60618,43,2021-10-24T00:00:00.000,2021-10-30T00:00:00.000,75,9991,79.5,10584.2,5188,204235,5496.1,216362.1,0.017,0.056,1,136,1.1,144.1,94395,60618-2021-43,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
38,60618,44,2021-10-31T00:00:00.000,2021-11-06T00:00:00.000,67,10058,71,10655.2,5490,209725,5816,222178.1,0.02,0.055,0,136,0,144.1,94395,60618-2021-44,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
39,60618,45,2021-11-07T00:00:00.000,2021-11-13T00:00:00.000,115,10173,121.8,10777.1,5432,215157,5754.5,227932.6,0.027,0.054,1,137,1.1,145.1,94395,60618-2021-45,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
40,60612,24,2023-06-11T00:00:00.000,2023-06-17T00:00:00.000,11,10633,32.1,30990.1,232,250454,676.2,729952.5,0.052,0.05,0,109,0,317.7,34311,60612-2023-24,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
41,60612,10,2024-03-03T00:00:00.000,2024-03-09T00:00:00.000,5,11255,14.6,32802.9,0,0,0,0,0,0,0,109,0,317.7,34311,60612-2024-10,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
42,60612,8,2024-02-18T00:00:00.000,2024-02-24T00:00:00.000,16,11236,46.6,32747.5,0,0,0,0,0,0,0,109,0,317.7,34311,60612-2024-8,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",28,29,21184,785,46
43,60614,10,2024-03-03T00:00:00.000,2024-03-09T00:00:00.000,17,20227,23.8,28365.7,0,0,0,0,0,0,0,125,0,175.3,71308,60614-2024-10,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",16,68,21190,744,34
44,60614,9,2024-02-25T00:00:00.000,2024-03-02T00:00:00.000,13,20210,18.2,28341.8,0,0,0,0,0,0,0,125,0,175.3,71308,60614-2024-9,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",16,68,21190,744,34
45,60618,46,2021-11-14T00:00:00.000,2021-11-20T00:00:00.000,157,10330,166.3,10943.4,5995,221152,6351,234283.6,0.035,0.053,0,137,0,145.1,94395,60618-2021-46,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
46,60618,47,2021-11-21T00:00:00.000,2021-11-27T00:00:00.000,141,10471,149.4,11092.7,4944,226096,5237.6,239521.2,0.042,0.053,0,137,0,145.1,94395,60618-2021-47,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
47,60618,48,2021-11-28T00:00:00.000,2021-12-04T00:00:00.000,226,10697,239.4,11332.2,7280,233376,7712.3,247233.4,0.039,0.053,0,137,0,145.1,94395,60618-2021-48,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
48,60618,50,2021-12-12T00:00:00.000,2021-12-18T00:00:00.000,561,11487,594.3,12169.1,9781,250471,10361.8,265343.5,0.066,0.053,2,139,2.1,147.3,94395,60618-2021-50,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
49,60618,51,2021-12-19T00:00:00.000,2021-12-25T00:00:00.000,1098,12585,1163.2,13332.3,11044,261515,11699.8,277043.3,0.113,0.055,0,139,0,147.3,94395,60618-2021-51,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
50,60618,20,2022-05-15T00:00:00.000,2022-05-21T00:00:00.000,341,20044,361.2,21234.2,4878,384913,5167.6,407768.4,0.092,0.061,0,170,0,180.1,94395,60618-2022-20,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
51,60618,21,2022-05-22T00:00:00.000,2022-05-28T00:00:00.000,320,20364,339,21573.2,4830,389743,5116.8,412885.2,0.086,0.061,0,170,0,180.1,94395,60618-2022-21,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
52,60618,22,2022-05-29T00:00:00.000,2022-06-04T00:00:00.000,278,20642,294.5,21867.7,4300,394043,4555.3,417440.5,0.082,0.061,0,170,0,180.1,94395,60618-2022-22,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
53,60618,23,2022-06-05T00:00:00.000,2022-06-11T00:00:00.000,238,20880,252.1,22119.8,3983,398026,4219.5,421660,0.076,0.061,0,170,0,180.1,94395,60618-2022-23,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
54,60618,24,2022-06-12T00:00:00.000,2022-06-18T00:00:00.000,192,21072,203.4,22323.2,1699,399725,1799.9,423459.9,0.151,0.062,0,170,0,180.1,94395,60618-2022-24,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
55,60618,25,2022-06-19T00:00:00.000,2022-06-25T00:00:00.000,213,21285,225.6,22548.9,1747,401472,1850.7,425310.7,0.148,0.062,0,170,0,180.1,94395,60618-2022-25,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
56,60618,26,2022-06-26T00:00:00.000,2022-07-02T00:00:00.000,194,21479,205.5,22754.4,1520,402992,1610.3,426920.9,0.149,0.063,0,170,0,180.1,94395,60618-2022-26,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
57,60618,27,2022-07-03T00:00:00.000,2022-07-09T00:00:00.000,158,21637,167.4,22921.8,1357,404349,1437.6,428358.5,0.13,0.063,1,171,1.1,181.2,94395,60618-2022-27,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
58,60618,29,2022-07-17T00:00:00.000,2022-07-23T00:00:00.000,179,21981,189.6,23286.2,1307,407450,1384.6,431643.6,0.161,0.063,0,171,0,181.2,94395,60618-2022-29,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
59,60618,3,2022-01-16T00:00:00.000,2022-01-22T00:00:00.000,447,16924,473.5,17928.9,7267,296029,7698.5,313606.7,0.075,0.066,1,155,1.1,164.2,94395,60618-2022-3,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
60,60618,30,2022-07-24T00:00:00.000,2022-07-30T00:00:00.000,162,22143,171.6,23457.8,1161,408611,1229.9,432873.6,0.156,0.064,0,171,0,181.2,94395,60618-2022-30,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
61,60618,31,2022-07-31T00:00:00.000,2022-08-06T00:00:00.000,171,22314,181.2,23639,1096,409707,1161.1,434034.6,0.183,0.064,2,173,2.1,183.3,94395,60618-2022-31,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
62,60618,32,2022-08-07T00:00:00.000,2022-08-13T00:00:00.000,137,22451,145.1,23784.1,1133,410840,1200.3,435234.9,0.154,0.064,0,173,0,183.3,94395,60618-2022-32,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
63,60618,33,2022-08-14T00:00:00.000,2022-08-20T00:00:00.000,104,22555,110.2,23894.3,935,411775,990.5,436225.4,0.13,0.064,0,173,0,183.3,94395,60618-2022-33,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
64,60618,34,2022-08-21T00:00:00.000,2022-08-27T00:00:00.000,99,22654,104.9,23999.2,947,412722,1003.2,437228.7,0.122,0.064,0,173,0,183.3,94395,60618-2022-34,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
65,60618,35,2022-08-28T00:00:00.000,2022-09-03T00:00:00.000,127,22781,134.5,24133.7,1759,414481,1863.4,439092.1,0.081,0.064,1,174,1.1,184.3,94395,60618-2022-35,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
66,60618,36,2022-09-04T00:00:00.000,2022-09-10T00:00:00.000,92,22873,97.5,24231.2,1690,416171,1790.3,440882.5,0.062,0.064,0,174,0,184.3,94395,60618-2022-36,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
67,60618,38,2022-09-18T00:00:00.000,2022-09-24T00:00:00.000,58,23014,61.4,24380.5,1861,419917,1971.5,444850.9,0.039,0.064,0,174,0,184.3,94395,60618-2022-38,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
68,60618,4,2022-01-23T00:00:00.000,2022-01-29T00:00:00.000,274,17198,290.3,18219.2,7055,303084,7473.9,321080.6,0.049,0.066,2,157,2.1,166.3,94395,60618-2022-4,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
69,60618,41,2022-10-09T00:00:00.000,2022-10-15T00:00:00.000,63,23237,66.7,24616.8,1854,425586,1964.1,450856.5,0.037,0.064,0,175,0,185.4,94395,60618-2022-41,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
70,60618,43,2022-10-23T00:00:00.000,2022-10-29T00:00:00.000,75,23380,79.5,24768.3,1889,429330,2001.2,454822.8,0.044,0.064,0,175,0,185.4,94395,60618-2022-43,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
71,60618,44,2022-10-30T00:00:00.000,2022-11-05T00:00:00.000,91,23471,96.4,24864.7,1832,431162,1940.8,456763.6,0.05,0.064,0,175,0,185.4,94395,60618-2022-44,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
72,60618,45,2022-11-06T00:00:00.000,2022-11-12T00:00:00.000,93,23564,98.5,24963.2,1817,432979,1924.9,458688.5,0.05,0.064,1,176,1.1,186.5,94395,60618-2022-45,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
73,60618,46,2022-11-13T00:00:00.000,2022-11-19T00:00:00.000,92,23656,97.5,25060.6,2097,435076,2221.5,460910,0.045,0.064,0,176,0,186.5,94395,60618-2022-46,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
74,60618,5,2022-01-30T00:00:00.000,2022-02-05T00:00:00.000,177,17375,187.5,18406.7,6153,309237,6518.4,327598.9,0.036,0.065,5,162,5.3,171.6,94395,60618-2022-5,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
75,60618,50,2022-12-11T00:00:00.000,2022-12-17T00:00:00.000,130,24174,137.7,25609.4,2056,442056,2178.1,468304.5,0.071,0.064,0,176,0,186.5,94395,60618-2022-50,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
76,60618,51,2022-12-18T00:00:00.000,2022-12-24T00:00:00.000,142,24316,150.4,25759.8,1550,443606,1642,469946.5,0.103,0.064,0,176,0,186.5,94395,60618-2022-51,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
77,60618,52,2022-12-25T00:00:00.000,2022-12-31T00:00:00.000,84,24400,89,25848.8,654,444260,692.8,470639.3,0.131,0.064,0,176,0,186.5,94395,60618-2022-52,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
78,60618,7,2022-02-13T00:00:00.000,2022-02-19T00:00:00.000,81,17560,85.8,18602.7,5689,320954,6026.8,340011.7,0.019,0.064,1,165,1.1,174.8,94395,60618-2022-7,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
79,60618,8,2022-02-20T00:00:00.000,2022-02-26T00:00:00.000,48,17608,50.9,18653.5,5271,326225,5584,345595.6,0.012,0.063,3,168,3.2,178,94395,60618-2022-8,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
80,60618,9,2022-02-27T00:00:00.000,2022-03-05T00:00:00.000,49,17657,51.9,18705.4,5342,331567,5659.2,351254.8,0.011,0.062,1,169,1.1,179,94395,60618-2022-9,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
81,60618,27,2023-07-02T00:00:00.000,2023-07-08T00:00:00.000,14,25573,14.8,27091.5,107,474600,113.4,502780.9,0.121,0.063,1,182,1.1,192.8,94395,60618-2023-27,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
82,60618,28,2023-07-09T00:00:00.000,2023-07-15T00:00:00.000,13,25586,13.8,27105.2,123,474723,130.3,502911.2,0.114,0.063,0,182,0,192.8,94395,60618-2023-28,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
83,60618,29,2023-07-16T00:00:00.000,2023-07-22T00:00:00.000,13,25599,13.8,27119,91,474814,96.4,503007.6,0.11,0.063,0,182,0,192.8,94395,60618-2023-29,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
84,60618,3,2023-01-15T00:00:00.000,2023-01-21T00:00:00.000,82,24642,86.9,26105.2,1628,448419,1724.7,475045.3,0.052,0.064,0,179,0,189.6,94395,60618-2023-3,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
85,60618,31,2023-07-30T00:00:00.000,2023-08-05T00:00:00.000,20,25636,21.2,27158.2,129,475068,136.7,503276.7,0.171,0.063,0,182,0,192.8,94395,60618-2023-31,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
86,60618,32,2023-08-06T00:00:00.000,2023-08-12T00:00:00.000,32,25668,33.9,27192.1,139,475207,147.3,503423.9,0.223,0.063,0,182,0,192.8,94395,60618-2023-32,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
87,60618,33,2023-08-13T00:00:00.000,2023-08-19T00:00:00.000,53,25721,56.1,27248.3,165,475372,174.8,503598.7,0.297,0.063,1,183,1.1,193.9,94395,60618-2023-33,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
88,60618,34,2023-08-20T00:00:00.000,2023-08-26T00:00:00.000,36,25757,38.1,27286.4,179,475551,189.6,503788.3,0.212,0.063,0,183,0,193.9,94395,60618-2023-34,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
89,60618,35,2023-08-27T00:00:00.000,2023-09-02T00:00:00.000,34,25791,36,27322.4,216,475767,228.8,504017.2,0.153,0.063,0,183,0,193.9,94395,60618-2023-35,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
90,60618,36,2023-09-03T00:00:00.000,2023-09-09T00:00:00.000,45,25836,47.7,27370.1,237,476004,251.1,504268.2,0.198,0.063,0,183,0,193.9,94395,60618-2023-36,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
91,60618,37,2023-09-10T00:00:00.000,2023-09-16T00:00:00.000,34,25870,36,27406.1,241,476245,255.3,504523.5,0.145,0.063,0,183,0,193.9,94395,60618-2023-37,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
92,60618,38,2023-09-17T00:00:00.000,2023-09-23T00:00:00.000,31,25901,32.8,27439,229,476474,242.6,504766.1,0.131,0.063,0,183,0,193.9,94395,60618-2023-38,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
93,60618,39,2023-09-24T00:00:00.000,2023-09-30T00:00:00.000,23,25924,24.4,27463.3,203,476677,215.1,504981.2,0.103,0.063,0,183,0,193.9,94395,60618-2023-39,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
94,60618,4,2023-01-22T00:00:00.000,2023-01-28T00:00:00.000,74,24716,78.4,26183.6,1667,450086,1766,476811.3,0.048,0.064,1,180,1.1,190.7,94395,60618-2023-4,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
95,60618,40,2023-10-01T00:00:00.000,2023-10-07T00:00:00.000,28,25952,29.7,27493,199,476876,210.8,505192,0.141,0.063,0,183,0,193.9,94395,60618-2023-40,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
96,60618,41,2023-10-08T00:00:00.000,2023-10-14T00:00:00.000,21,25973,22.2,27515.2,237,477113,251.1,505443.1,0.11,0.063,0,183,0,193.9,94395,60618-2023-41,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
97,60618,42,2023-10-15T00:00:00.000,2023-10-21T00:00:00.000,30,26003,31.8,27547,234,477347,247.9,505691,0.137,0.063,0,183,0,193.9,94395,60618-2023-42,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
98,60618,43,2023-10-22T00:00:00.000,2023-10-28T00:00:00.000,31,26034,32.8,27579.9,246,477593,260.6,505951.6,0.13,0.063,0,183,0,193.9,94395,60618-2023-43,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
99,60618,10,2024-03-03T00:00:00.000,2024-03-09T00:00:00.000,14,26772,14.8,28361.7,0,0,0,0,0,0,0,185,0,196,94395,60618-2024-10,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",39,16,21538,372,20
