zip_code,week_number,cases_cumulative,case_rate_cumulative,deaths_cumulative,death_rate_cumulative,population
60618,20,20044,21234.2,170,180.1,94395
60618,21,20364,21573.2,170,180.1,94395
60618,22,20642,21867.7,170,180.1,94395
60618,23,20880,22119.8,170,180.1,94395
60618,24,21072,22323.2,170,180.1,94395
60618,25,21285,22548.9,170,180.1,94395
60618,26,21479,22754.4,170,180.1,94395
60618,27,21637,22921.8,171,181.2,94395
60618,29,21981,23286.2,171,181.2,94395
60618,3,16924,17928.9,155,164.2,94395
60618,30,22143,23457.8,171,181.2,94395
60618,31,22314,23639,173,183.3,94395
60618,32,22451,23784.1,173,183.3,94395
60618,33,22555,23894.3,173,183.3,94395
60618,34,22654,23999.2,173,183.3,94395
60618,35,22781,24133.7,174,184.3,94395
60618,36,22873,24231.2,174,184.3,94395
60618,38,23014,24380.5,174,184.3,94395
60618,4,17198,18219.2,157,166.3,94395
60618,41,23237,24616.8,175,185.4,94395
60618,43,23380,24768.3,175,185.4,94395
60618,44,23471,24864.7,175,185.4,94395
60618,45,23564,24963.2,176,186.5,94395
60618,46,23656,25060.6,176,186.5,94395
60618,5,17375,18406.7,162,171.6,94395
60618,50,24174,25609.4,176,186.5,94395
60618,51,24316,25759.8,176,186.5,94395
60618,52,24400,25848.8,176,186.5,94395
60618,7,17560,18602.7,165,174.8,94395
60618,8,17608,18653.5,168,178,94395
60618,9,17657,18705.4,169,179,94395
60618,27,25573,27091.5,182,192.8,94395
60618,28,25586,27105.2,182,192.8,94395
60618,29,25599,27119,182,192.8,94395
60618,3,24642,26105.2,179,189.6,94395
60618,31,25636,27158.2,182,192.8,94395
60618,32,25668,27192.1,182,192.8,94395
60618,33,25721,27248.3,183,193.9,94395
60618,34,25757,27286.4,183,193.9,94395
60618,35,25791,27322.4,183,193.9,94395
60618,36,25836,27370.1,183,193.9,94395
60618,37,25870,27406.1,183,193.9,94395
60618,38,25901,27439,183,193.9,94395
60618,39,25924,27463.3,183,193.9,94395
60618,4,24716,26183.6,180,190.7,94395
60618,40,25952,27493,183,193.9,94395
60618,41,25973,27515.2,183,193.9,94395
60618,42,26003,27547,183,193.9,94395
60618,43,26034,27579.9,183,193.9,94395
60618,10,26772,28361.7,185,196,94395
60619,10,16227,26489.6,245,399.9,61258
60619,12,16247,26522.3,246,401.6,61258
60619,7,16179,26411.2,245,399.9,61258
60625,21,7135,9003.9,192,242.3,79243
60625,22,7145,9016.6,194,244.8,79243
60625,23,7158,9033,196,247.3,79243
60625,24,7165,9041.8,196,247.3,79243
60625,25,7174,9053.2,197,248.6,79243
60625,26,7196,9080.9,197,248.6,79243
60625,27,7228,9121.3,197,248.6,79243
60625,28,7260,9161.7,197,248.6,79243
60625,29,7313,9228.6,197,248.6,79243
60625,30,7383,9316.9,197,248.6,79243
60625,31,7525,9496.1,198,249.9,79243
60625,32,7636,9636.2,200,252.4,79243
60625,33,7769,9804,200,252.4,79243
60625,34,7886,9951.7,201,253.7,79243
60625,35,7979,10069,201,253.7,79243
60625,36,8064,10176.3,201,253.7,79243
60625,37,8180,10322.7,202,254.9,79243
60625,38,8271,10437.5,202,254.9,79243
60625,39,8359,10548.6,202,254.9,79243
60624,10,10287,28450.1,120,331.9,36158
60624,12,10301,28488.9,120,331.9,36158
60624,9,10282,28436.3,120,331.9,36158
60625,40,8427,10634.4,202,254.9,79243
60625,41,8503,10730.3,204,257.4,79243
60625,42,8572,10817.4,206,260,79243
60625,45,8829,11141.7,207,261.2,79243
60625,46,8951,11295.6,208,262.5,79243
60625,47,9038,11405.4,208,262.5,79243
60625,48,9227,11643.9,208,262.5,79243
60625,49,9444,11917.8,208,262.5,79243
60625,50,9828,12402.4,208,262.5,79243
60625,51,10768,13588.6,211,266.3,79243
60625,52,12156,15340.2,214,270.1,79243
60625,1,13366,16867.1,217,273.8,79243
60625,10,15248,19242.1,241,304.1,79243
60625,11,15292,19297.6,241,304.1,79243
60625,12,15353,19374.6,241,304.1,79243
60625,13,15445,19490.7,241,304.1,79243
60625,14,15554,19628.2,242,305.4,79243
60625,15,15692,19802.4,242,305.4,79243
60625,16,15838,19986.6,242,305.4,79243
60625,17,16051,20255.4,243,306.7,79243
60625,18,16307,20578.5,243,306.7,79243
60625,19,16682,21051.7,243,306.7,79243
60625,2,14096,17788.3,218,275.1,79243
60625,20,16956,21397.5,243,306.7,79243
60625,21,17204,21710.4,243,306.7,79243
60625,22,17402,21960.3,243,306.7,79243
60625,23,17603,22213.9,243,306.7,79243
60625,24,17757,22408.3,243,306.7,79243
60625,25,17910,22601.4,243,306.7,79243
60625,26,18077,22812.1,244,307.9,79243
60625,27,18259,23041.8,245,309.2,79243
60625,28,18434,23262.6,249,314.2,79243
60625,29,18595,23465.8,250,315.5,79243
60625,3,14530,18336,225,283.9,79243
60625,30,18734,23641.2,250,315.5,79243
60625,31,18931,23889.8,250,315.5,79243
60625,32,19038,24024.8,250,315.5,79243
60625,33,19154,24171.2,250,315.5,79243
60625,35,19361,24432.4,250,315.5,79243
60625,36,19463,24561.2,250,315.5,79243
60625,37,19551,24672.2,250,315.5,79243
60625,38,19631,24773.2,250,315.5,79243
60625,39,19705,24866.5,251,316.7,79243
60625,4,14775,18645.2,229,289,79243
60625,45,20173,25457.1,254,320.5,79243
60625,46,20267,25575.8,254,320.5,79243
60625,47,20355,25686.8,254,320.5,79243
60625,48,20476,25839.5,254,320.5,79243
60625,49,20617,26017.4,254,320.5,79243
60625,5,14919,18826.9,234,295.3,79243
60625,50,20747,26181.5,255,321.8,79243
60625,51,20877,26345.5,255,321.8,79243
60625,52,20971,26464.2,255,321.8,79243
60625,6,15039,18978.3,235,296.6,79243
60625,7,15116,19075.5,237,299.1,79243
60625,8,15167,19139.9,240,302.9,79243
60625,10,21819,27534.3,257,324.3,79243
60625,11,21867,27594.9,257,324.3,79243
60625,12,21933,27678.2,257,324.3,79243
60625,13,21981,27738.7,257,324.3,79243
60625,14,22005,27769,257,324.3,79243
60625,15,22048,27823.3,257,324.3,79243
60625,16,22078,27861.1,257,324.3,79243
60625,17,22101,27890.2,257,324.3,79243
60625,18,22117,27910.4,257,324.3,79243
60625,19,22129,27925.5,257,324.3,79243
60625,2,21141,26678.7,256,323.1,79243
60625,22,22182,27992.4,257,324.3,79243
60625,23,22198,28012.6,258,325.6,79243
60625,24,22209,28026.5,258,325.6,79243
60625,25,22221,28041.6,258,325.6,79243
60625,26,22228,28050.4,258,325.6,79243
60625,7,21577,27228.9,257,324.3,79243
60625,8,21659,27332.4,257,324.3,79243
60625,9,21744,27439.6,257,324.3,79243
60628,15,16448,24650.8,324,485.6,66724
60628,16,16472,24686.8,324,485.6,66724
60628,17,16504,24734.7,324,485.6,66724
60628,2,15809,23693.1,317,475.1,66724
60628,18,16532,24776.7,324,485.6,66724
60625,9,23563,29735.1,263,331.9,79243
60628,30,16644,24944.5,325,487.1,66724
60631,12,10614,35944.3,147,497.8,29529
60633,12,3368,26167.4,30,233.1,12871
60629,14,34800,31113.1,358,320.1,111850
60629,15,34835,31144.4,358,320.1,111850
60629,17,34903,31205.2,358,320.1,111850
60629,18,34926,31225.7,358,320.1,111850
60629,19,34956,31252.6,358,320.1,111850
60629,2,33811,30228.9,354,316.5,111850
60629,20,34971,31266,358,320.1,111850
60629,21,34982,31275.8,358,320.1,111850
60629,22,34994,31286.5,358,320.1,111850
60641,46,22478,31648.9,206,290,71023
60649,12,11705,25432.4,230,499.7,46024
60655,12,9028,31342.9,55,190.9,28804
60653,10,9549,29866.8,104,325.3,31972
60653,9,9543,29848,104,325.3,31972
Unknown,40,1095,0,10,0,0
Unknown,41,1104,0,10,0,0
Unknown,42,1111,0,10,0,0
Unknown,43,1127,0,10,0,0
Unknown,44,1151,0,10,0,0
Unknown,45,1175,0,10,0,0
Unknown,46,1211,0,10,0,0
Unknown,47,1233,0,10,0,0
Unknown,49,1364,0,10,0,0
Unknown,50,1581,0,10,0,0
Unknown,52,2771,0,10,0,0
Unknown,10,3930,0,12,0,0
Unknown,11,3941,0,12,0,0
Unknown,12,3946,0,12,0,0
Unknown,35,4350,0,12,0,0
Unknown,36,4358,0,12,0,0
Unknown,37,4362,0,12,0,0
60660,10,11860,27427,110,254.4,43242
60660,11,11875,27461.7,110,254.4,43242
60660,12,11880,27473.3,110,254.4,43242
60660,8,11834,27366.9,110,254.4,43242
Unknown,42,4379,0,12,0,0
Unknown,24,4537,0,13,0,0
Unknown,25,4538,0,13,0,0
Unknown,26,4538,0,13,0,0
Unknown,27,4539,0,13,0,0
Unknown,28,4539,0,13,0,0
Unknown,13,4654,0,13,0,0
60656,13,9162,33220.9,86,311.8,27579
60827,13,1320,4619.1,19,66.5,28577
60661,13,3197,32208.3,2,20.1,9926
60603,13,457,38926.7,0,0,1174
60616,13,13142,24129.7,148,271.7,54464
60607,13,9679,32709.3,20,67.6,29591
60633,13,3369,26175.1,30,233.1,12871
60611,13,9921,30595.8,31,95.6,32426
60601,13,5819,39652.5,15,102.2,14675
60606,13,1310,42244.4,11,354.7,3101
60610,13,12094,30995.2,65,166.6,39019
60641,13,23128,32564.1,207,291.5,71023
60628,13,17595,26369.8,328,491.6,66724
60649,13,11712,25447.6,230,499.7,46024
60654,13,6270,32767.2,9,47,19135
60620,13,17856,26221.8,307,450.8,68096
60637,13,13841,29167.2,109,229.7,47454
60644,13,13696,28705.6,222,465.3,47712
60614,13,20247,28393.7,126,176.7,71308
60615,13,10646,25614.1,81,194.9,41563
60618,13,26808,28399.8,185,196,94395
60624,13,10304,28497.2,120,331.9,36158
60632,13,27744,30474.9,270,296.6,91039
60636,13,9597,29801.6,168,521.7,32203
60602,13,508,40836,3,241.2,1244
60605,13,8029,29176.2,16,58.1,27519
60666,13,23,0,0,0,0
60655,13,9028,31342.9,55,190.9,28804
60604,13,504,64450.1,0,0,782
60642,13,5861,29013.4,31,153.5,20201
60631,13,10620,35964.6,147,497.8,29529
60608,13,21773,27489.4,206,260.1,79205
60613,13,14235,28405.8,72,143.7,50113
60630,13,17897,31209.9,207,361,57344
60645,13,15396,32255.1,161,337.3,47732
60653,13,9566,29919.9,104,325.3,31972
60626,13,14692,29543.5,218,438.4,49730
60652,13,13950,31771.7,147,334.8,43907
60619,13,16253,26532,246,401.6,61258
60625,13,23630,29819.7,264,333.2,79243
60647,13,25159,28750.2,200,228.5,87509
60657,13,20214,28855.7,68,97.1,70052
60660,13,11885,27484.9,111,256.7,43242
60609,12,17226,28012,231,375.6,61495
60609,9,17114,27829.9,230,374,61495
60617,13,21639,26218.3,264,319.9,82534
60620,51,9060,13304.7,221,324.5,68096
60609,13,18234,29651.2,234,380.5,61495
60612,13,11270,32846.6,110,320.6,34311
60620,52,10275,15089,227,333.4,68096
60620,1,11107,16310.8,237,348,68096
60620,10,12006,17631,279,409.7,68096
60620,11,12019,17650.1,279,409.7,68096
60620,14,12074,17730.9,279,409.7,68096
60620,15,12101,17770.5,279,409.7,68096
60620,16,12152,17845.4,279,409.7,68096
60620,17,12209,17929.1,279,409.7,68096
60620,27,13405,19685.4,280,411.2,68096
60620,28,13540,19883.7,281,412.7,68096
60620,3,11697,17177.2,260,381.8,68096
60620,30,13839,20322.8,282,414.1,68096
60620,31,13986,20538.7,282,414.1,68096
60620,32,14088,20688.4,282,414.1,68096
60620,34,14276,20964.5,283,415.6,68096
60620,12,17838,26195.4,306,449.4,68096
60620,21,16762,24615.2,298,437.6,68096
60620,22,16767,24622.6,298,437.6,68096
60620,24,16778,24638.7,298,437.6,68096
60621,12,7941,27343.2,157,540.6,29042
60621,13,7947,27363.8,157,540.6,29042
60629,10,36481,32616,364,325.4,111850
60629,11,36500,32633,364,325.4,111850
60629,13,36518,32649.1,365,326.3,111850
60629,9,36464,32600.8,364,325.4,111850
60633,49,1700,13208,21,163.2,12871
60633,50,1782,13845.1,22,170.9,12871
60633,51,1913,14862.9,22,170.9,12871
60633,52,2151,16712,22,170.9,12871
60633,1,2308,17931.8,23,178.7,12871
60633,10,2497,19400.2,27,209.8,12871
60633,11,2499,19415.7,27,209.8,12871
60633,12,2504,19454.6,27,209.8,12871
60633,13,2505,19462.4,27,209.8,12871
60633,14,2510,19501.2,27,209.8,12871
60633,15,2520,19578.9,27,209.8,12871
60633,16,2527,19633.3,27,209.8,12871
60633,17,2548,19796.4,27,209.8,12871
60633,18,2571,19975.1,27,209.8,12871
60633,19,2597,20177.1,27,209.8,12871
60633,2,2386,18537.8,25,194.2,12871
60633,20,2618,20340.3,27,209.8,12871
60633,3,2428,18864.1,26,202,12871
60633,36,2973,23098.4,27,209.8,12871
60633,37,2997,23284.9,27,209.8,12871
60633,38,3005,23347.1,27,209.8,12871
60633,39,3009,23378.1,27,209.8,12871
60628,12,17585,26354.8,327,490.1,66724
60633,4,2453,19058.3,26,202,12871
60633,40,3016,23432.5,27,209.8,12871
60633,41,3024,23494.7,27,209.8,12871
60633,42,3032,23556.8,27,209.8,12871
60633,43,3039,23611.2,27,209.8,12871
60633,44,3045,23657.8,27,209.8,12871
60633,45,3051,23704.5,27,209.8,12871
60633,46,3062,23789.9,28,217.5,12871
60633,47,3067,23828.8,28,217.5,12871
60633,48,3081,23937.5,28,217.5,12871
60633,49,3087,23984.2,28,217.5,12871
60633,5,2471,19198.2,26,202,12871
60633,50,3103,24108.5,28,217.5,12871
60633,51,3116,24209.5,28,217.5,12871
60633,52,3129,24310.5,28,217.5,12871
60633,6,2479,19260.4,26,202,12871
60633,7,2488,19330.3,27,209.8,12871
60633,8,2496,19392.4,27,209.8,12871
60633,9,2497,19400.2,27,209.8,12871
60633,10,3198,24846.6,29,225.3,12871
60633,11,3210,24939.8,29,225.3,12871
60633,13,3221,25025.3,29,225.3,12871
60633,14,3222,25033,29,225.3,12871
60633,15,3227,25071.9,30,233.1,12871
60633,16,3230,25095.2,30,233.1,12871
60633,17,3232,25110.7,30,233.1,12871
60633,18,3232,25110.7,30,233.1,12871
60633,19,3233,25118.5,30,233.1,12871
60633,2,3144,24427,28,217.5,12871
60633,20,3235,25134,30,233.1,12871
60633,21,3235,25134,30,233.1,12871
60633,22,3235,25134,30,233.1,12871
60633,24,3236,25141.8,30,233.1,12871
60633,25,3236,25141.8,30,233.1,12871
60633,26,3238,25157.3,30,233.1,12871
60633,27,3238,25157.3,30,233.1,12871
60633,28,3238,25157.3,30,233.1,12871
60633,29,3238,25157.3,30,233.1,12871
60633,3,3148,24458.1,28,217.5,12871
60633,30,3239,25165.1,30,233.1,12871
60633,31,3240,25172.9,30,233.1,12871
60633,32,3241,25180.6,30,233.1,12871
60633,33,3242,25188.4,30,233.1,12871
60633,34,3247,25227.3,30,233.1,12871
60633,35,3251,25258.3,30,233.1,12871
60633,36,3253,25273.9,30,233.1,12871
60633,37,3254,25281.6,30,233.1,12871
60633,39,3257,25304.9,30,233.1,12871
60633,4,3151,24481.4,28,217.5,12871
60633,40,3257,25304.9,30,233.1,12871
60633,41,3258,25312.7,30,233.1,12871
60633,42,3262,25343.8,30,233.1,12871
60633,43,3267,25382.6,30,233.1,12871
60633,44,3271,25413.7,30,233.1,12871
60633,45,3274,25437,30,233.1,12871
60633,46,3277,25460.3,30,233.1,12871
60633,47,3285,25522.5,30,233.1,12871
60633,48,3290,25561.3,30,233.1,12871
60633,5,3159,24543.5,28,217.5,12871
60633,52,3331,25879.9,30,233.1,12871
60633,6,3167,24605.7,28,217.5,12871
60633,7,3180,24706.7,28,217.5,12871
60633,8,3188,24768.9,28,217.5,12871
60633,9,3192,24799.9,29,225.3,12871
60634,13,26966,35483.9,265,348.7,75995
60638,11,19710,33522.1,209,355.5,58797
60638,12,19718,33535.7,209,355.5,58797
60638,13,19734,33562.9,210,357.2,58797
60639,13,31137,34399.1,320,353.5,90517
60641,25,18372,25867.7,191,268.9,71023
60641,26,18530,26090.1,191,268.9,71023
60641,27,18679,26299.9,191,268.9,71023
60641,28,18813,26488.6,192,270.3,71023
60641,29,18930,26653.3,193,271.7,71023
60641,30,19056,26830.7,193,271.7,71023
60641,31,19228,27072.9,193,271.7,71023
60641,32,19357,27254.6,193,271.7,71023
60641,33,19469,27412.2,194,273.2,71023
60641,34,19575,27561.5,194,273.2,71023
60641,35,19660,27681.2,194,273.2,71023
60641,36,19741,27795.2,194,273.2,71023
60641,37,19819,27905,194,273.2,71023
60641,38,19855,27955.7,194,273.2,71023
60638,41,19059,32414.9,200,340.2,58797
60637,12,13834,29152.4,109,229.7,47454
60666,15,,,0,0,0
60666,12,,,0,0,0
60666,18,,,0,0,0
60666,2,,,0,0,0
60666,14,,,0,0,0
60666,13,,,0,0,0
60666,19,,,0,0,0
60666,17,,,0,0,0
60666,16,,,0,0,0
60641,39,19899,28017.7,195,274.6,71023
60641,40,19953,28093.7,196,276,71023
60641,41,20001,28161.3,197,277.4,71023
60641,42,20063,28248.6,197,277.4,71023
60641,43,20131,28344.3,197,277.4,71023
60641,44,20215,28462.6,198,278.8,71023
60641,45,20302,28585.1,198,278.8,71023
60641,46,20377,28690.7,199,280.2,71023
60641,47,20456,28801.9,199,280.2,71023
60641,48,20556,28942.7,199,280.2,71023
60641,49,20691,29132.8,199,280.2,71023
60641,50,20813,29304.6,199,280.2,71023
60641,51,20903,29431.3,201,283,71023
60641,52,20977,29535.5,201,283,71023
60641,10,21603,30416.9,202,284.4,71023
60641,11,21659,30495.8,202,284.4,71023
60641,12,21699,30552.1,202,284.4,71023
60641,13,21742,30612.6,202,284.4,71023
60641,14,21772,30654.9,202,284.4,71023
60641,15,21798,30691.5,202,284.4,71023
60641,16,21820,30722.4,202,284.4,71023
60641,17,21842,30753.4,202,284.4,71023
60641,18,21868,30790,202,284.4,71023
60641,19,21891,30822.4,202,284.4,71023
60641,2,21125,29743.9,202,284.4,71023
60641,20,21906,30843.5,202,284.4,71023
60641,21,21913,30853.4,202,284.4,71023
60641,22,21924,30868.9,202,284.4,71023
60641,23,21937,30887.2,203,285.8,71023
60641,24,21949,30904.1,203,285.8,71023
60641,25,21963,30923.8,203,285.8,71023
60641,26,21976,30942.1,204,287.2,71023
60641,27,21987,30957.6,204,287.2,71023
60641,28,21996,30970.2,204,287.2,71023
60641,29,22009,30988.6,204,287.2,71023
60641,3,21187,29831.2,202,284.4,71023
60641,30,22020,31004,204,287.2,71023
60641,31,22035,31025.2,204,287.2,71023
60641,32,22056,31054.7,204,287.2,71023
60641,33,22082,31091.3,204,287.2,71023
60641,34,22124,31150.5,205,288.6,71023
60641,35,22154,31192.7,205,288.6,71023
60641,36,22191,31244.8,205,288.6,71023
60641,37,22222,31288.5,205,288.6,71023
60641,38,22263,31346.2,205,288.6,71023
60641,39,22291,31385.6,206,290,71023
60641,4,21247,29915.7,202,284.4,71023
60641,40,22314,31418,206,290,71023
60641,41,22329,31439.1,206,290,71023
60641,42,22357,31478.5,206,290,71023
60641,43,22386,31519.4,206,290,71023
60641,44,22406,31547.5,206,290,71023
60641,45,22443,31599.6,206,290,71023
60641,47,22524,31713.7,206,290,71023
60641,49,22611,31836.2,206,290,71023
60641,5,21298,29987.5,202,284.4,71023
60641,6,21350,30060.7,202,284.4,71023
60641,7,21410,30145.2,202,284.4,71023
60641,8,21468,30226.8,202,284.4,71023
60641,9,21550,30342.3,202,284.4,71023
60643,11,14576,29228,220,441.1,49870
60643,12,14589,29254.1,220,441.1,49870
60643,13,14600,29276.1,220,441.1,49870
60643,52,14351,28776.8,220,441.1,49870
60601,10,,,0,0,14675
60601,11,,,0,0,14675
60601,12,14,95.4,0,0,14675
60601,13,23,156.7,0,0,14675
60601,14,28,190.8,0,0,14675
60601,15,35,238.5,0,0,14675
60601,52,5412,36879,14,95.4,14675
60601,6,4053,27618.4,13,88.6,14675
60601,7,4071,27741.1,13,88.6,14675
60601,8,4086,27843.3,13,88.6,14675
60653,52,5283,16523.8,85,265.9,31972
60653,1,5761,18018.9,89,278.4,31972
60653,10,6239,19513.9,99,309.6,31972
60653,11,6247,19539,99,309.6,31972
60653,12,6255,19564,99,309.6,31972
60653,13,6268,19604.7,99,309.6,31972
60653,14,6297,19695.4,99,309.6,31972
60653,15,6328,19792.3,99,309.6,31972
60651,13,19216,30396.4,191,302.1,63218
60666,20,,,0,0,0
60666,3,,,0,0,0
60666,24,,,0,0,0
60666,28,,,0,0,0
60666,29,,,0,0,0
60666,33,,,0,0,0
60666,32,,,0,0,0
60666,25,,,0,0,0
60666,31,,,0,0,0
60666,26,,,0,0,0
60666,35,,,0,0,0
60666,21,,,0,0,0
60666,30,,,0,0,0
60666,23,,,0,0,0
60666,34,,,0,0,0
60666,27,,,0,0,0
60666,22,,,0,0,0
60653,43,9197,28765.8,103,322.2,31972
60653,44,9205,28790.8,103,322.2,31972
60653,45,9224,28850.2,103,322.2,31972
60653,46,9240,28900.3,103,322.2,31972
60653,47,9255,28947.2,103,322.2,31972
60653,48,9291,29059.8,103,322.2,31972
60653,49,9322,29156.8,103,322.2,31972
60653,50,9361,29278.7,103,322.2,31972
60659,12,12870,31338.3,138,336,41068
60659,13,12882,31367.5,138,336,41068
60707,7,6225,14470.4,68,158.1,43019
60707,8,6231,14484.3,68,158.1,43019
60659,42,12359,30094,132,321.4,41068
60659,43,12374,30130.5,133,323.9,41068
60659,44,12389,30167,133,323.9,41068
60659,46,12439,30288.8,134,326.3,41068
60659,47,12466,30354.5,134,326.3,41068
60659,48,12501,30439.8,135,328.7,41068
60659,49,12530,30510.4,135,328.7,41068
60659,5,11657,28384.6,131,319,41068
60659,50,12576,30622.4,135,328.7,41068
60659,6,11709,28511.2,131,319,41068
60659,7,11744,28596.5,131,319,41068
60659,8,11790,28708.5,131,319,41068
60659,9,11837,28822.9,131,319,41068
60707,13,6245,14516.8,68,158.1,43019
Unknown,9,679,0,7,0,0
60617,14,21647,26228,264,319.9,82534
60602,14,508,40836,3,241.2,1244
60666,14,23,0,0,0,0
60642,14,5862,29018.4,31,153.5,20201
60607,14,9681,32716,20,67.6,29591
60608,14,21783,27502.1,206,260.1,79205
60601,14,5821,39666.1,15,102.2,14675
60606,14,1310,42244.4,11,354.7,3101
60613,14,14240,28415.8,72,143.7,50113
60630,14,17902,31218.6,207,361,57344
60641,14,23135,32574,208,292.9,71023
60645,14,15400,32263.5,161,337.3,47732
60646,14,9559,34155.1,107,382.3,27987
60653,14,9571,29935.6,104,325.3,31972
60640,14,18982,27228,209,299.8,69715
60612,14,11274,32858.3,110,320.6,34311
60621,14,7950,27374.1,157,540.6,29042
60625,14,23638,29829.8,264,333.2,79243
60636,14,9602,29817.1,168,521.7,32203
60657,14,20219,28862.8,68,97.1,70052
60656,14,9167,33239.1,86,311.8,27579
60605,14,8035,29198,16,58.1,27519
60639,14,31143,34405.7,320,353.5,90517
60827,14,1320,4619.1,19,66.5,28577
60655,14,9029,31346.3,55,190.9,28804
60661,14,3197,32208.3,2,20.1,9926
60638,14,19738,33569.7,210,357.2,58797
60604,14,504,64450.1,0,0,782
60629,14,36531,32660.7,365,326.3,111850
60611,14,9925,30608.2,31,95.6,32426
60610,14,12101,31013.1,65,166.6,39019
60616,14,13145,24135.2,148,271.7,54464
60707,14,6250,14528.5,68,158.1,43019
60626,14,14703,29565.7,218,438.4,49730
60654,14,6271,32772.4,9,47,19135
60637,14,13847,29179.8,110,231.8,47454
60652,14,13958,31789.9,147,334.8,43907
60614,14,20252,28400.7,126,176.7,71308
60618,14,26814,28406.2,185,196,94395
60647,14,25172,28765,200,228.5,87509
60651,14,19219,30401.2,191,302.1,63218
60660,14,11895,27508,111,256.7,43242
60659,14,12893,31394.3,138,336,41068
60603,14,457,38926.7,0,0,1174
60622,14,15830,29985,107,202.7,52793
60628,14,17604,26383.3,328,491.6,66724
60666,4,,,0,0,0
60666,5,,,0,0,0
60666,36,,,0,0,0
60666,50,6,0,0,0,0
60666,47,5,0,0,0,0
60666,7,,,0,0,0
60666,6,,,0,0,0
60666,46,5,0,0,0,0
60666,40,,,0,0,0
60666,37,,,0,0,0
60666,41,,,0,0,0
60666,52,7,0,0,0,0
60666,45,5,0,0,0,0
60666,38,,,0,0,0
60666,42,,,0,0,0
60666,44,5,0,0,0,0
60666,49,6,0,0,0,0
60666,51,7,0,0,0,0
60666,16,9,0,0,0,0
60666,12,9,0,0,0,0
60666,13,9,0,0,0,0
60666,1,8,0,0,0,0
60666,14,9,0,0,0,0
60666,9,,,0,0,0
60666,10,9,0,0,0,0
60666,15,9,0,0,0,0
60666,11,9,0,0,0,0
60622,26,701,1327.8,55,104.2,52793
60622,27,736,1394.1,55,104.2,52793
60622,28,771,1460.4,56,106.1,52793
60622,29,809,1532.4,56,106.1,52793
60622,30,849,1608.2,56,106.1,52793
60622,31,877,1661.2,56,106.1,52793
60622,33,952,1803.3,56,106.1,52793
60622,35,1039,1968.1,56,106.1,52793
60622,36,1068,2023,56,106.1,52793
60622,37,1114,2110.1,56,106.1,52793
60622,38,1154,2185.9,56,106.1,52793
60622,40,1262,2390.5,56,106.1,52793
60622,42,1451,2748.5,56,106.1,52793
60622,43,1617,3062.9,56,106.1,52793
60622,44,1813,3434.2,56,106.1,52793
60622,45,2154,4080.1,57,108,52793
60622,46,2464,4667.3,58,109.9,52793
60622,47,2694,5102.9,59,111.8,52793
60622,48,2868,5432.5,61,115.5,52793
60622,49,3099,5870.1,64,121.2,52793
60622,51,3444,6523.6,66,125,52793
60622,52,3571,6764.2,66,125,52793
60622,53,3762,7125.9,66,125,52793
60622,10,4586,8686.8,75,142.1,52793
60620,14,17865,26235,307,450.8,68096
60609,14,18244,29667.5,234,380.5,61495
60615,12,10643,25606.9,81,194.9,41563
60615,14,10653,25631,81,194.9,41563
60622,12,4782,9058,75,142.1,52793
60622,14,5008,9486.1,75,142.1,52793
60622,15,5089,9639.5,76,144,52793
60622,16,5148,9751.3,76,144,52793
60622,17,5202,9853.6,77,145.9,52793
60622,19,5262,9967.2,78,147.7,52793
60622,2,4106,7777.5,69,130.7,52793
60622,20,5279,9999.4,79,149.6,52793
60622,21,5286,10012.7,79,149.6,52793
60622,22,5289,10018.4,79,149.6,52793
60622,23,5300,10039.2,79,149.6,52793
60622,25,5301,10041.1,80,151.5,52793
60622,26,5309,10056.3,80,151.5,52793
60622,27,5322,10080.9,80,151.5,52793
60622,28,5337,10109.3,80,151.5,52793
60622,29,5380,10190.7,80,151.5,52793
60622,3,4194,7944.2,69,130.7,52793
60622,30,5428,10281.7,80,151.5,52793
60622,31,5494,10406.7,80,151.5,52793
60622,32,5582,10573.4,80,151.5,52793
60622,33,5673,10745.7,80,151.5,52793
60622,34,5763,10916.2,80,151.5,52793
60622,35,5837,11056.4,80,151.5,52793
60622,36,5910,11194.7,80,151.5,52793
60622,38,6013,11389.8,82,155.3,52793
60622,4,4278,8103.3,71,134.5,52793
60622,40,6117,11586.8,82,155.3,52793
60622,41,6184,11713.7,82,155.3,52793
60622,44,6360,12047.1,83,157.2,52793
60622,45,6468,12251.6,83,157.2,52793
60622,46,6580,12463.8,83,157.2,52793
60622,49,6989,13238.5,84,159.1,52793
60622,50,7505,14215.9,85,161,52793
60622,51,8389,15890.4,85,161,52793
60622,52,9227,17477.7,86,162.9,52793
60622,6,4394,8323.1,72,136.4,52793
60622,7,4431,8393.2,73,138.3,52793
60622,1,9986,18915.4,88,166.7,52793
60622,11,11120,21063.4,101,191.3,52793
60622,12,11192,21199.8,101,191.3,52793
60622,16,11658,22082.5,101,191.3,52793
60622,25,13142,24893.5,101,191.3,52793
60622,27,13336,25260.9,101,191.3,52793
60622,28,13442,25461.7,101,191.3,52793
60622,29,13561,25687.1,101,191.3,52793
60622,3,10638,20150.4,96,181.8,52793
60622,30,13650,25855.7,101,191.3,52793
60622,31,13730,26007.2,101,191.3,52793
60622,32,13797,26134.1,101,191.3,52793
60622,33,13850,26234.5,101,191.3,52793
